FID,COUNT,LISTED_TAX,SCIENTIFIC,COMMON_NAM,Shape__Area,Shape__Length
184,2,"90381
1765","Thinornis cucullatus cucullatus
Chelonia mydas","Eastern Hooded Plover, Eastern Hooded Plover
Green Turtle",196264047.820313,64571.8392521007
185,2,"90381
744","Thinornis cucullatus cucullatus
Lathamus discolor","Eastern Hooded Plover, Eastern Hooded Plover
Swift Parrot",2872609540.05469,700798.624573741
186,3,"1001
744
1828","Botaurus poiciloptilus
Lathamus discolor
Litoria raniformis","Australasian Bittern
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",2795374763.26563,925620.255878396
187,3,"1001
744
85104","Botaurus poiciloptilus
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",982627099.09375,217145.347507643
188,3,"1001
934
82338","Botaurus poiciloptilus
Leipoa ocellata
Anthochaera phrygia","Australasian Bittern
Malleefowl
Regent Honeyeater",894819432.40625,303162.410385727
189,3,"1001
934
25982","Botaurus poiciloptilus
Leipoa ocellata
Calyptorhynchus banksii graptogyne","Australasian Bittern
Malleefowl
South-eastern Red-tailed Black-Cockatoo",38778496.3125,25066.0759317652
190,3,"1001
934
744","Botaurus poiciloptilus
Leipoa ocellata
Lathamus discolor","Australasian Bittern
Malleefowl
Swift Parrot",264273199.859375,161751.960828034
191,3,"1001
934
1828","Botaurus poiciloptilus
Leipoa ocellata
Litoria raniformis","Australasian Bittern
Malleefowl
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",2216954915.04297,463432.114882358
192,3,"1001
934
87645","Botaurus poiciloptilus
Leipoa ocellata
Miniopterus orianae bassanii","Australasian Bittern
Malleefowl
Southern Bent-wing Bat",1898501225.43359,434045.352026274
193,3,"1001
934
747","Botaurus poiciloptilus
Leipoa ocellata
Neophema chrysogaster","Australasian Bittern
Malleefowl
Orange-bellied Parrot",1450094317,502235.238505785
194,3,"1001
934
906","Botaurus poiciloptilus
Leipoa ocellata
Pedionomus torquatus","Australasian Bittern
Malleefowl
Plains-wanderer",2282651958.95313,682013.122559504
195,3,"1001
934
85104","Botaurus poiciloptilus
Leipoa ocellata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Malleefowl
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",1663684487.53125,557895.464326854
196,3,"1001
934
1270","Botaurus poiciloptilus
Leipoa ocellata
Tiliqua adelaidensis","Australasian Bittern
Malleefowl
Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",75205378.3515625,35775.5249434417
197,3,"1001
847
90381","Botaurus poiciloptilus
Numenius madagascariensis
Thinornis cucullatus cucullatus","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Eastern Hooded Plover, Eastern Hooded Plover",714596931.835938,307842.082197905
198,3,"1001
906
82338","Botaurus poiciloptilus
Pedionomus torquatus
Anthochaera phrygia","Australasian Bittern
Plains-wanderer
Regent Honeyeater",1757810271.71484,508888.058171045
199,3,"1001
906
25982","Botaurus poiciloptilus
Pedionomus torquatus
Calyptorhynchus banksii graptogyne","Australasian Bittern
Plains-wanderer
South-eastern Red-tailed Black-Cockatoo",38477255.6953125,24957.8322812189
200,3,"1001
906
56791","Botaurus poiciloptilus
Pedionomus torquatus
Craterocephalus fluviatilis","Australasian Bittern
Plains-wanderer
Murray Hardyhead",114104145.21875,60760.8654902225
201,2,"90381
934","Thinornis cucullatus cucullatus
Leipoa ocellata","Eastern Hooded Plover, Eastern Hooded Plover
Malleefowl",7017945699.64844,2055177.89069423
202,2,"90381
1828","Thinornis cucullatus cucullatus
Litoria raniformis","Eastern Hooded Plover, Eastern Hooded Plover
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",40971382.0703125,25854.0372558666
203,2,"90381
906","Thinornis cucullatus cucullatus
Pedionomus torquatus","Eastern Hooded Plover, Eastern Hooded Plover
Plains-wanderer",37808127.953125,24717.3971539955
204,2,"90381
96","Thinornis cucullatus cucullatus
Pseudomys novaehollandiae","Eastern Hooded Plover, Eastern Hooded Plover
New Holland Mouse, Pookila",928579289.054688,256446.208833778
205,2,"90381
87597","Thinornis cucullatus cucullatus
Tachyglossus aculeatus multiaculeatus","Eastern Hooded Plover, Eastern Hooded Plover
Kangaroo Island Echidna",687568424.0625,254559.783428716
206,2,"90381
83756","Thinornis cucullatus cucullatus
Thymichthys politus","Eastern Hooded Plover, Eastern Hooded Plover
Red Handfish",127269916.578125,67995.3075351756
207,2,"83091
331","Trichosurus vulpecula arnhemensis
Dasyurus hallucatus","Northern Brushtail Possum
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",25381002277.0801,3649534.71619534
208,2,"83091
60756","Trichosurus vulpecula arnhemensis
Pristis pristis","Northern Brushtail Possum
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",3017893335.39063,808251.075545649
209,2,"59523
6476","Zanda latirostris
Acacia volubilis","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Tangled Wattle, Tangle Wattle",2941641485.24609,754746.759968039
210,2,"59523
1765","Zanda latirostris
Chelonia mydas","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Green Turtle",4466317631.61719,1192424.09359821
211,2,"59523
330","Zanda latirostris
Dasyurus geoffroii","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Chuditch, Western Quoll",17566135169.9688,4906236.80673598
212,2,"59523
89307","Zanda latirostris
Eremophila subangustifolia","Carnaby's Black Cockatoo, Short-billed Black-cockatoo",35745714.8554688,23976.3181022076
213,2,"59523
56712","Zanda latirostris
Eucalyptus leprophloia","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Scaly Butt Mallee, Scaly-butt Mallee",142840163.230469,73590.1026806535
214,2,"59523
934","Zanda latirostris
Leipoa ocellata","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl",150700440458.508,17181661.7334409
215,2,"59523
294","Zanda latirostris
Myrmecobius fasciatus","Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Numbat",36783936.5429688,24349.3783488251
216,3,"82338
16385
85104","Anthochaera phrygia
Pimelea venosa
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",35550922.8125,23906.3242040902
217,3,"82338
1915
85104","Anthochaera phrygia
Pseudophryne corroboree
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Regent Honeyeater
Southern Corroboree Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",153344268.40625,63582.7811298057
218,3,"1001
82338
744","Botaurus poiciloptilus
Anthochaera phrygia
Lathamus discolor","Australasian Bittern
Regent Honeyeater
Swift Parrot",5476564794.20313,1489635.49895542
219,3,"1001
82338
1828","Botaurus poiciloptilus
Anthochaera phrygia
Litoria raniformis","Australasian Bittern
Regent Honeyeater
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",118117584.101563,61697.4623014129
220,3,"1001
82338
85104","Botaurus poiciloptilus
Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Australasian Bittern
Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",773448678.660156,350166.007306453
221,3,"1001
25982
744","Botaurus poiciloptilus
Calyptorhynchus banksii graptogyne
Lathamus discolor","Australasian Bittern
South-eastern Red-tailed Black-Cockatoo
Swift Parrot",77582501.7421875,39009.3707808434
222,3,"1001
25982
1828","Botaurus poiciloptilus
Calyptorhynchus banksii graptogyne
Litoria raniformis","Australasian Bittern
South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",232391385.085938,83500.5856558599
223,3,"1001
25982
87645","Botaurus poiciloptilus
Calyptorhynchus banksii graptogyne
Miniopterus orianae bassanii","Australasian Bittern
South-eastern Red-tailed Black-Cockatoo
Southern Bent-wing Bat",1171346140.57813,335259.941514727
224,3,"1001
744
64415","Botaurus poiciloptilus
Lathamus discolor
Astacopsis gouldi","Australasian Bittern
Swift Parrot
Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",41348387.171875,25989.5050835974
225,3,"1001
744
333","Botaurus poiciloptilus
Lathamus discolor
Dasyurus viverrinus","Australasian Bittern
Swift Parrot
Eastern Quoll, Luaner",205823820.945313,77763.8033073102
226,3,"1001
744
273","Botaurus poiciloptilus
Lathamus discolor
Gymnobelideus leadbeateri","Australasian Bittern
Swift Parrot
Leadbeater's Possum",39300871.6328125,25253.7790653558
227,2,"59350
906","Pezoporus occidentalis
Pedionomus torquatus","Night Parrot
Plains-wanderer",16360640788.5469,1525126.60388618
228,2,"59350
758","Pezoporus occidentalis
Polytelis alexandrae","Night Parrot
Princess Parrot, Alexandra's Parrot",87345917537.6445,4280194.31653243
229,2,"85104
267","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Burramys parvus","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Mountain Pygmy-possum",768836153.421875,210618.650855543
230,2,"85104
331","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dasyurus hallucatus","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Northern Quoll, Digul [Gogo-Yimidir], Wijingadda [Dambimangari], Wiminji [Martu]",121915594338.457,12862811.4266874
231,2,"85104
1656","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Delma torquata","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Adorned Delma, Collared Delma",2505929927.91016,423742.89257584
232,2,"85104
5481","Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Dichanthium queenslandicum","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
King Blue-grass",7951025034.66797,1725008.06950533
233,3,"1001
747
87645","Botaurus poiciloptilus
Neophema chrysogaster
Miniopterus orianae bassanii","Australasian Bittern
Orange-bellied Parrot
Southern Bent-wing Bat",232978858.945313,100338.018969666
234,3,"1001
22
87597","Botaurus poiciloptilus
Neophoca cinerea
Tachyglossus aculeatus multiaculeatus","Australasian Bittern
Australian Sea-lion, Australian Sea Lion
Kangaroo Island Echidna",76345646.8867188,38564.9363804069
235,3,"1001
847
934","Botaurus poiciloptilus
Numenius madagascariensis
Leipoa ocellata","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Malleefowl",113125948.21875,49360.5698076483
236,3,"1001
847
747","Botaurus poiciloptilus
Numenius madagascariensis
Neophema chrysogaster","Australasian Bittern
Eastern Curlew, Far Eastern Curlew
Orange-bellied Parrot",38018181.9882813,24792.8750722744
237,3,"82338
1765
68751","Anthochaera phrygia
Chelonia mydas
Carcharias taurus (east coast population)","Regent Honeyeater
Green Turtle
Grey Nurse Shark (east coast population)",4518993740.20703,1751942.46628232
238,3,"82338
744
273","Anthochaera phrygia
Lathamus discolor
Gymnobelideus leadbeateri","Regent Honeyeater
Swift Parrot
Leadbeater's Possum",1875499778.82031,453303.564410737
239,3,"1001
59523
330","Botaurus poiciloptilus
Zanda latirostris
Dasyurus geoffroii","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Chuditch, Western Quoll",8276485125.89453,1192787.79939202
240,3,"1001
59523
934","Botaurus poiciloptilus
Zanda latirostris
Leipoa ocellata","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Malleefowl",4454145496.85156,953171.639032581
241,3,"1001
59523
22","Botaurus poiciloptilus
Zanda latirostris
Neophoca cinerea","Australasian Bittern
Carnaby's Black Cockatoo, Short-billed Black-cockatoo
Australian Sea-lion, Australian Sea Lion",1500431728.84375,598966.908933487
242,3,"25982
744
1828","Calyptorhynchus banksii graptogyne
Lathamus discolor
Litoria raniformis","South-eastern Red-tailed Black-Cockatoo
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",308094083.800781,113738.605638902
243,3,"25982
744
87645","Calyptorhynchus banksii graptogyne
Lathamus discolor
Miniopterus orianae bassanii","South-eastern Red-tailed Black-Cockatoo
Swift Parrot
Southern Bent-wing Bat",656459487.566406,325115.467345392
244,3,"25982
1828
87645","Calyptorhynchus banksii graptogyne
Litoria raniformis
Miniopterus orianae bassanii","South-eastern Red-tailed Black-Cockatoo
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog
Southern Bent-wing Bat",309695671.898438,172541.935833182
245,3,"1765
1115
60756","Chelonia mydas
Aipysurus apraefrontalis
Pristis pristis","Green Turtle
Short-nosed Seasnake
Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",14705726046.8867,1579085.26956774
246,3,"1765
1767
1115","Chelonia mydas
Lepidochelys olivacea
Aipysurus apraefrontalis","Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Short-nosed Seasnake",5730796528.14453,1449113.67365923
247,3,"1765
1767
68751","Chelonia mydas
Lepidochelys olivacea
Carcharias taurus (east coast population)","Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle
Grey Nurse Shark (east coast population)",18231779094.8164,1261358.66958589
248,3,"82338
744
1828","Anthochaera phrygia
Lathamus discolor
Litoria raniformis","Regent Honeyeater
Swift Parrot
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",8349115076.10156,1714075.0551352
249,3,"82338
744
64420","Anthochaera phrygia
Lathamus discolor
Megascolides australis","Regent Honeyeater
Swift Parrot
Giant Gippsland Earthworm",78979814.609375,36453.6516570525
250,3,"82338
744
66766","Anthochaera phrygia
Lathamus discolor
Paralucia pyrodiscus lucida","Regent Honeyeater
Swift Parrot
Eltham Copper Butterfly",77455334.2421875,36179.7588726088
251,3,"82338
744
225","Anthochaera phrygia
Lathamus discolor
Petrogale penicillata","Regent Honeyeater
Swift Parrot
Brush-tailed Rock-wallaby",155369583.929688,50178.0734815004
252,3,"82338
744
85104","Anthochaera phrygia
Lathamus discolor
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Regent Honeyeater
Swift Parrot
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",120354314598.297,12361119.3106189
253,3,"82338
225
85104","Anthochaera phrygia
Petrogale penicillata
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Regent Honeyeater
Brush-tailed Rock-wallaby
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",7524297939.69531,1667728.70918119
254,3,"82338
85104
267","Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Burramys parvus","Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
Mountain Pygmy-possum",115506120.445313,52636.3193449139
255,3,"82338
85104
96","Anthochaera phrygia
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)
Pseudomys novaehollandiae","Regent Honeyeater
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)
New Holland Mouse, Pookila",285708396.460938,119839.183478953
256,3,"82338
1935
85104","Anthochaera phrygia
Philoria kundagungan
Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Regent Honeyeater
Mountain Frog
Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",212907376.914063,95501.01285563
257,3,"66240
1765
68751","Hippocampus whitei
Chelonia mydas
Carcharias taurus (east coast population)","White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Grey Nurse Shark (east coast population)",478916624.808594,197283.199377493
258,3,"66240
1765
1767","Hippocampus whitei
Chelonia mydas
Lepidochelys olivacea","White's Seahorse, Crowned Seahorse, Sydney Seahorse
Green Turtle
Olive Ridley Turtle, Pacific Ridley Turtle",8310755255.88672,794773.401639457
259,3,"744
64415
333","Lathamus discolor
Astacopsis gouldi
Dasyurus viverrinus","Swift Parrot
Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster
Eastern Quoll, Luaner",1157232451.59375,352690.315619316
260,3,"744
64415
1828","Lathamus discolor
Astacopsis gouldi
Litoria raniformis","Swift Parrot
Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster
Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",3176551262.91406,756500.527841641
261,3,"744
333
90200","Lathamus discolor
Dasyurus viverrinus
Ammoniropa vigens","Swift Parrot
Eastern Quoll, Luaner
Ammonite Pinwheel Snail",169233217.804688,67871.3467278503
262,3,"744
333
26167","Lathamus discolor
Dasyurus viverrinus
Galaxias fontanus","Swift Parrot
Eastern Quoll, Luaner
Swan Galaxias",415543987.023438,156399.913667635
